COUNTRY,SYMBOLS,YEAR,production|Copper|Mine|tonnes
Bulgaria,BGR,1984,73000
Canada,CAN,1984,721826
Chile,CHL,1984,1290700
China,CHN,1984,240000
Colombia,COL,1984,234
Congo,COG,1984,0
Cuba,CUB,1984,2701
Cyprus,CYP,1984,1267
Czechoslovakia,OWID_CZS,1984,10200
Democratic Republic of Congo,COD,1984,500220
East Germany,OWID_GDR,1984,12000
Finland,FIN,1984,34529
France,FRA,1984,310
Greece,GRC,1984,300
Honduras,HND,1984,2720
India,IND,1984,47000
Indonesia,IDN,1984,85619
Iran,IRN,1984,43300
Italy,ITA,1984,876
Japan,JPN,1984,43309
Malaysia,MYS,1984,29288
Mexico,MEX,1984,189111
Mongolia,MNG,1984,100000
Morocco,MAR,1984,21380
Mozambique,MOZ,1984,261
Myanmar,MMR,1984,12000
Namibia,NAM,1984,50000
North Korea,PRK,1984,10000
Norway,NOR,1984,25042
Oman,OMN,1984,16200
Papua New Guinea,PNG,1984,164447
Peru,PER,1984,364732
Philippines,PHL,1984,233359
Poland,POL,1984,431000
Portugal,PRT,1984,366
Romania,ROU,1984,30000
South Africa,ZAF,1984,206550
South Korea,KOR,1984,464
Spain,ESP,1984,63105
Sweden,SWE,1984,90448
Turkey,TUR,1984,31075
USSR,OWID_USS,1984,1020000
United Kingdom,GBR,1984,657
United States,USA,1984,1102613
West Germany,OWID_GFR,1984,1000
World,OWID_WRL,1984,7810000
Yugoslavia,OWID_YGS,1984,137575
Zambia,ZMB,1984,576000
Zimbabwe,ZWE,1984,22687
Albania,ALB,1985,10300
Algeria,DZA,1985,200
Argentina,ARG,1985,391
Australia,AUS,1985,259765
Bolivia,BOL,1985,1665
Botswana,BWA,1985,21692
Brazil,BRA,1985,40999
Bulgaria,BGR,1985,58000
Canada,CAN,1985,738637
Chile,CHL,1985,1356400
China,CHN,1985,270000
Colombia,COL,1985,0
Congo,COG,1985,100
Cuba,CUB,1985,3076
Cyprus,CYP,1985,1065
Czechoslovakia,OWID_CZS,1985,10100
Democratic Republic of Congo,COD,1985,504235
East Germany,OWID_GDR,1985,12600
Finland,FIN,1985,30415
France,FRA,1985,253
Greece,GRC,1985,300
Honduras,HND,1985,3329
India,IND,1985,48000
Indonesia,IDN,1985,88750
Iran,IRN,1985,40000
Italy,ITA,1985,127
Japan,JPN,1985,43208
Malaysia,MYS,1985,30506
Mexico,MEX,1985,167977
Mongolia,MNG,1985,100000
Morocco,MAR,1985,19678
Mozambique,MOZ,1985,124
Myanmar,MMR,1985,16700
Namibia,NAM,1985,43128
North Korea,PRK,1985,10000
Norway,NOR,1985,19252
Oman,OMN,1985,17600
Papua New Guinea,PNG,1985,175048
Peru,PER,1985,385000
Philippines,PHL,1985,222189
Poland,POL,1985,432000
Portugal,PRT,1985,314
Romania,ROU,1985,30000
South Africa,ZAF,1985,205052
South Korea,KOR,1985,308
Spain,ESP,1985,60960
Sweden,SWE,1985,91867
Turkey,TUR,1985,29860
USSR,OWID_USS,1985,1030000
United Kingdom,GBR,1985,592
United States,USA,1985,1102600
West Germany,OWID_GFR,1985,900
World,OWID_WRL,1985,7990000
Yugoslavia,OWID_YGS,1985,142479
Zambia,ZMB,1985,510800
Zimbabwe,ZWE,1985,20700
Albania,ALB,1986,15170
Algeria,DZA,1986,200
Argentina,ARG,1986,317
Australia,AUS,1986,248368
Bolivia,BOL,1986,338
Botswana,BWA,1986,21337
Brazil,BRA,1986,40183
Bulgaria,BGR,1986,70000
Canada,CAN,1986,698527
Chile,CHL,1986,1401100
China,CHN,1986,300000
Colombia,COL,1986,0
Congo,COG,1986,700
Cuba,CUB,1986,3257
Cyprus,CYP,1986,559
Czechoslovakia,OWID_CZS,1986,4795
Democratic Republic of Congo,COD,1986,502600
East Germany,OWID_GDR,1986,11500
Finland,FIN,1986,27463
France,FRA,1986,294
Greece,GRC,1986,300
Honduras,HND,1986,424
India,IND,1986,49160
Indonesia,IDN,1986,100490
Iran,IRN,1986,50000
Italy,ITA,1986,0
Japan,JPN,1986,34928
Malaysia,MYS,1986,28301
Mexico,MEX,1986,174558
Mongolia,MNG,1986,120338
Morocco,MAR,1986,18599
Mozambique,MOZ,1986,273
Myanmar,MMR,1986,10100
Namibia,NAM,1986,47111
North Korea,PRK,1986,10000
Norway,NOR,1986,29572
Oman,OMN,1986,16700
Papua New Guinea,PNG,1986,178593
Peru,PER,1986,386060
Philippines,PHL,1986,217023
Poland,POL,1986,435000
Portugal,PRT,1986,271
Romania,ROU,1986,35000
South Africa,ZAF,1986,192936
South Korea,KOR,1986,215
Spain,ESP,1986,51084
Sweden,SWE,1986,87871
Turkey,TUR,1986,26085
USSR,OWID_USS,1986,1030000
United Kingdom,GBR,1986,602
United States,USA,1986,1147277
West Germany,OWID_GFR,1986,800
World,OWID_WRL,1986,7940000
Yugoslavia,OWID_YGS,1986,138544
Zambia,ZMB,1986,512858
Zimbabwe,ZWE,1986,20600
Albania,ALB,1987,16227
Algeria,DZA,1987,200
Argentina,ARG,1987,379
Australia,AUS,1987,232695
Botswana,BWA,1987,18934
Brazil,BRA,1987,40332
Bulgaria,BGR,1987,54000
Canada,CAN,1987,802181
Chile,CHL,1987,1418100
China,CHN,1987,350000
Congo,COG,1987,320
Cuba,CUB,1987,3461
Cyprus,CYP,1987,97
Czechoslovakia,OWID_CZS,1987,4069
Democratic Republic of Congo,COD,1987,501864
East Germany,OWID_GDR,1987,11112
Finland,FIN,1987,21593
France,FRA,1987,291
Greece,GRC,1987,1000
Honduras,HND,1987,306
India,IND,1987,54085
Indonesia,IDN,1987,105346
Iran,IRN,1987,40000
Japan,JPN,1987,23817
Malaysia,MYS,1987,29861
Mexico,MEX,1987,230573
Mongolia,MNG,1987,120940
Morocco,MAR,1987,13944
Mozambique,MOZ,1987,151
Myanmar,MMR,1987,10600
Namibia,NAM,1987,37993
North Korea,PRK,1987,12000
Norway,NOR,1987,23235
Oman,OMN,1987,16900
Papua New Guinea,PNG,1987,217699
Peru,PER,1987,406430
Philippines,PHL,1987,214103
Poland,POL,1987,438000
Portugal,PRT,1987,203
Romania,ROU,1987,49800
South Africa,ZAF,1987,197913
South Korea,KOR,1987,249
Spain,ESP,1987,16213
Sweden,SWE,1987,86113
Turkey,TUR,1987,31531
USSR,OWID_USS,1987,1010000
United Kingdom,GBR,1987,750
United States,USA,1987,1243596
West Germany,OWID_GFR,1987,1500
World,OWID_WRL,1987,8240000
Yugoslavia,OWID_YGS,1987,130470
Zambia,ZMB,1987,527000
Zimbabwe,ZWE,1987,18800
Albania,ALB,1988,17269
Argentina,ARG,1988,492
Australia,AUS,1988,243800
Botswana,BWA,1988,24428
Brazil,BRA,1988,44845
Bulgaria,BGR,1988,50000
Canada,CAN,1988,776482
Chile,CHL,1988,1451000
China,CHN,1988,370000
Congo,COG,1988,520
Cuba,CUB,1988,2951
Cyprus,CYP,1988,383
Czechoslovakia,OWID_CZS,1988,3807
Democratic Republic of Congo,COD,1988,505800
East Germany,OWID_GDR,1988,9019
Finland,FIN,1988,18420
France,FRA,1988,509
Honduras,HND,1988,538
India,IND,1988,51463
Indonesia,IDN,1988,126200
Iran,IRN,1988,50700
Japan,JPN,1988,16666
Malaysia,MYS,1988,22014
Mexico,MEX,1988,268359
Mongolia,MNG,1988,121594
Morocco,MAR,1988,13228
Mozambique,MOZ,1988,139
Myanmar,MMR,1988,4700
Namibia,NAM,1988,42899
North Korea,PRK,1988,12000
Norway,NOR,1988,18655
Oman,OMN,1988,18100
Papua New Guinea,PNG,1988,218633
Peru,PER,1988,316400
Philippines,PHL,1988,216465
Poland,POL,1988,459000
Portugal,PRT,1988,8221
Romania,ROU,1988,50200
South Africa,ZAF,1988,178171
Spain,ESP,1988,14165
Sweden,SWE,1988,75032
Turkey,TUR,1988,37746
USSR,OWID_USS,1988,990000
United Kingdom,GBR,1988,732
United States,USA,1988,1416928
West Germany,OWID_GFR,1988,700
World,OWID_WRL,1988,8720000
Yugoslavia,OWID_YGS,1988,103523
Zambia,ZMB,1988,518062
Zimbabwe,ZWE,1988,16116
Albania,ALB,1989,16000
Argentina,ARG,1989,653
Australia,AUS,1989,296000
Botswana,BWA,1989,23403
Brazil,BRA,1989,47439
Bulgaria,BGR,1989,38800
Canada,CAN,1989,723052
Chile,CHL,1989,1609300
China,CHN,1989,544000
Cuba,CUB,1989,2759
Cyprus,CYP,1989,485
Czechoslovakia,OWID_CZS,1989,3709
Democratic Republic of Congo,COD,1989,442800
East Germany,OWID_GDR,1989,7906
Finland,FIN,1989,25107
France,FRA,1989,1027
Honduras,HND,1989,244
India,IND,1989,53342
Indonesia,IDN,1989,135035
Iran,IRN,1989,68000
Japan,JPN,1989,14650
Malaysia,MYS,1989,23565
Mexico,MEX,1989,249328
Mongolia,MNG,1989,123410
Morocco,MAR,1989,14647
Mozambique,MOZ,1989,88
Myanmar,MMR,1989,5000
Namibia,NAM,1989,32792
North Korea,PRK,1989,12000
Norway,NOR,1989,20132
Oman,OMN,1989,16600
Papua New Guinea,PNG,1989,204025
Peru,PER,1989,368200
Philippines,PHL,1989,191930
Poland,POL,1989,401000
Portugal,PRT,1989,98017
Romania,ROU,1989,47800
South Africa,ZAF,1989,191577
Spain,ESP,1989,27510
Sweden,SWE,1989,71238
Turkey,TUR,1989,38151
USSR,OWID_USS,1989,950000
United Kingdom,GBR,1989,508
United States,USA,1989,1497818
West Germany,OWID_GFR,1989,100
World,OWID_WRL,1989,9040000
Yugoslavia,OWID_YGS,1989,139631
Zambia,ZMB,1989,540079
Zimbabwe,ZWE,1989,15800
Albania,ALB,1990,12250
Argentina,ARG,1990,357
Australia,AUS,1990,330000
Botswana,BWA,1990,20612
Brazil,BRA,1990,34441
Bulgaria,BGR,1990,32900
Canada,CAN,1990,793735
Chile,CHL,1990,1588400
China,CHN,1990,557000
Cuba,CUB,1990,2000
Cyprus,CYP,1990,472
Czechoslovakia,OWID_CZS,1990,2884
Democratic Republic of Congo,COD,1990,352400
East Germany,OWID_GDR,1990,3564
Finland,FIN,1990,17482
France,FRA,1990,483
Honduras,HND,1990,1388
India,IND,1990,51566
Indonesia,IDN,1990,162366
Iran,IRN,1990,67000
Japan,JPN,1990,12927
Malaysia,MYS,1990,24327
Mexico,MEX,1990,298695
Mongolia,MNG,1990,123893
Morocco,MAR,1990,13901
Mozambique,MOZ,1990,28
Myanmar,MMR,1990,4400
Namibia,NAM,1990,27797
North Korea,PRK,1990,12000
Norway,NOR,1990,23041
Oman,OMN,1990,13700
Papua New Guinea,PNG,1990,170211
Peru,PER,1990,323400
Philippines,PHL,1990,180459
Poland,POL,1990,370000
Portugal,PRT,1990,159841
Romania,ROU,1990,32000
South Africa,ZAF,1990,188368
Spain,ESP,1990,13300
Sweden,SWE,1990,74283
Turkey,TUR,1990,39825
USSR,OWID_USS,1990,900000
United Kingdom,GBR,1990,955
United States,USA,1990,1587742
West Germany,OWID_GFR,1990,0
World,OWID_WRL,1990,9200000
Yugoslavia,OWID_YGS,1990,140145
Zambia,ZMB,1990,545677
Zimbabwe,ZWE,1990,14800
Albania,ALB,1991,8000
Argentina,ARG,1991,409
Australia,AUS,1991,320000
Botswana,BWA,1991,20576
Brazil,BRA,1991,37947
Bulgaria,BGR,1991,47200
Canada,CAN,1991,811134
Chile,CHL,1991,1814300
China,CHN,1991,304000
Cuba,CUB,1991,2000
Cyprus,CYP,1991,226
Czechoslovakia,OWID_CZS,1991,1550
Democratic Republic of Congo,COD,1991,236100
Finland,FIN,1991,16224
France,FRA,1991,372
Germany,DEU,1991,0
Honduras,HND,1991,1000
India,IND,1991,50430
Indonesia,IDN,1991,267401
Iran,IRN,1991,89900
Japan,JPN,1991,12413
Malaysia,MYS,1991,25581
Mexico,MEX,1991,284174
Mongolia,MNG,1991,90100
Morocco,MAR,1991,15800
Mozambique,MOZ,1991,0
Myanmar,MMR,1991,5700
Namibia,NAM,1991,31719
North Korea,PRK,1991,14000
Norway,NOR,1991,19901
Oman,OMN,1991,13500
Papua New Guinea,PNG,1991,204459
Peru,PER,1991,382277
Philippines,PHL,1991,148000
Poland,POL,1991,382000
Portugal,PRT,1991,158885
Romania,ROU,1991,27200
South Africa,ZAF,1991,193642
Spain,ESP,1991,7716
Sweden,SWE,1991,81650
Turkey,TUR,1991,39422
USSR,OWID_USS,1991,840000
United Kingdom,GBR,1991,294
United States,USA,1991,1631078
World,OWID_WRL,1991,9330000
Yugoslavia,OWID_YGS,1991,121842
Zambia,ZMB,1991,423000
Zimbabwe,ZWE,1991,13811
Albania,ALB,1992,1900
Armenia,ARM,1992,2000
Australia,AUS,1992,378000
Bolivia,BOL,1992,101
Botswana,BWA,1992,20413
Brazil,BRA,1992,39845
Bulgaria,BGR,1992,47400
Canada,CAN,1992,768582
Chile,CHL,1992,1932700
China,CHN,1992,334300
Cuba,CUB,1992,1500
Czechoslovakia,OWID_CZS,1992,1000
Democratic Republic of Congo,COD,1992,144300
Finland,FIN,1992,15351
Georgia,GEO,1992,6000
Honduras,HND,1992,1600
India,IND,1992,49036
Indonesia,IDN,1992,369281
Iran,IRN,1992,105000
Japan,JPN,1992,12074
Kazakhstan,KAZ,1992,290000
Malaysia,MYS,1992,28556
Mexico,MEX,1992,279042
Mongolia,MNG,1992,105100
Morocco,MAR,1992,14317
Myanmar,MMR,1992,5000
Namibia,NAM,1992,31313
North Korea,PRK,1992,12000
North Macedonia,MKD,1992,7200
Norway,NOR,1992,12734
Oman,OMN,1992,13400
Papua New Guinea,PNG,1992,193359
Peru,PER,1992,379128
Philippines,PHL,1992,123523
Poland,POL,1992,332000
Portugal,PRT,1992,152300
Romania,ROU,1992,24700
Russia,RUS,1992,680000
Serbia and Montenegro,OWID_SRM,1992,97811
South Africa,ZAF,1992,176074
Spain,ESP,1992,10863
Sweden,SWE,1992,89145
Turkey,TUR,1992,36425
United States,USA,1992,1764756
Uzbekistan,UZB,1992,50000
World,OWID_WRL,1992,9470000
Zambia,ZMB,1992,432600
Zimbabwe,ZWE,1992,9673
Albania,ALB,1993,3400
Armenia,ARM,1993,500
Australia,AUS,1993,430000
Bolivia,BOL,1993,94
Botswana,BWA,1993,20132
Brazil,BRA,1993,43568
Bulgaria,BGR,1993,60400
Canada,CAN,1993,732591
Chile,CHL,1993,2055400
China,CHN,1993,345695
Cuba,CUB,1993,2000
Democratic Republic of Congo,COD,1993,60000
Finland,FIN,1993,13657
Georgia,GEO,1993,5000
Honduras,HND,1993,1000
India,IND,1993,49416
Indonesia,IDN,1993,378000
Iran,IRN,1993,86600
Japan,JPN,1993,10277
Kazakhstan,KAZ,1993,263489
Malaysia,MYS,1993,25182
Mexico,MEX,1993,303989
Mongolia,MNG,1993,117010
Morocco,MAR,1993,14300
Myanmar,MMR,1993,3581
Namibia,NAM,1993,29146
North Korea,PRK,1993,12000
North Macedonia,MKD,1993,10000
Norway,NOR,1993,8743
Oman,OMN,1993,8800
Papua New Guinea,PNG,1993,203945
Peru,PER,1993,381250
Philippines,PHL,1993,136258
Poland,POL,1993,382600
Portugal,PRT,1993,150430
Romania,ROU,1993,25250
Russia,RUS,1993,594000
Serbia and Montenegro,OWID_SRM,1993,57375
South Africa,ZAF,1993,189000
Spain,ESP,1993,6691
Sweden,SWE,1993,88909
Turkey,TUR,1993,39200
United States,USA,1993,1801382
Uzbekistan,UZB,1993,78000
World,OWID_WRL,1993,9490000
Zambia,ZMB,1993,431500
Zimbabwe,ZWE,1993,8187
Albania,ALB,1994,2500
Armenia,ARM,1994,4900
Australia,AUS,1994,418000
Bolivia,BOL,1994,79
Botswana,BWA,1994,22780
Brazil,BRA,1994,39674
Bulgaria,BGR,1994,75500
Canada,CAN,1994,616776
Chile,CHL,1994,2219900
China,CHN,1994,395630
Colombia,COL,1994,2581
Cuba,CUB,1994,2000
Cyprus,CYP,1994,0
Democratic Republic of Congo,COD,1994,40642
Finland,FIN,1994,13243
Georgia,GEO,1994,2300
Honduras,HND,1994,500
India,IND,1994,45944
Indonesia,IDN,1994,434000
Iran,IRN,1994,117900
Japan,JPN,1994,6043
Kazakhstan,KAZ,1994,215444
Malaysia,MYS,1994,25267
Mexico,MEX,1994,305487
Mongolia,MNG,1994,120160
Morocco,MAR,1994,13400
Myanmar,MMR,1994,5025
Namibia,NAM,1994,26555
North Korea,PRK,1994,12000
North Macedonia,MKD,1994,10000
Norway,NOR,1994,7408
Oman,OMN,1994,4300
Papua New Guinea,PNG,1994,206329
Peru,PER,1994,365513
Philippines,PHL,1994,112075
Poland,POL,1994,378000
Portugal,PRT,1994,130255
Romania,ROU,1994,26034
Russia,RUS,1994,573300
Saudi Arabia,SAU,1994,917
Serbia and Montenegro,OWID_SRM,1994,74351
South Africa,ZAF,1994,173000
Spain,ESP,1994,5944
Sweden,SWE,1994,79384
Turkey,TUR,1994,43400
United States,USA,1994,1850000
Uzbekistan,UZB,1994,49000
World,OWID_WRL,1994,9500000
Zambia,ZMB,1994,384400
Zimbabwe,ZWE,1994,9350
Albania,ALB,1995,3650
Armenia,ARM,1995,8080
Australia,AUS,1995,379000
Bolivia,BOL,1995,127
Botswana,BWA,1995,20461
Brazil,BRA,1995,48933
Bulgaria,BGR,1995,77400
Canada,CAN,1995,726293
Chile,CHL,1995,2488600
China,CHN,1995,441900
Colombia,COL,1995,2747
Cuba,CUB,1995,1858
Cyprus,CYP,1995,0
Democratic Republic of Congo,COD,1995,34958
Finland,FIN,1995,9049
Georgia,GEO,1995,5800
India,IND,1995,46600
Indonesia,IDN,1995,618000
Iran,IRN,1995,102200
Japan,JPN,1995,2376
Kazakhstan,KAZ,1995,232600
Malaysia,MYS,1995,20751
Mexico,MEX,1995,333565
Mongolia,MNG,1995,121900
Morocco,MAR,1995,13600
Myanmar,MMR,1995,5282
Namibia,NAM,1995,22530
North Korea,PRK,1995,10000
North Macedonia,MKD,1995,10000
Norway,NOR,1995,6799
Pakistan,PAK,1995,4400
Papua New Guinea,PNG,1995,212737
Peru,PER,1995,409693
Philippines,PHL,1995,102637
Poland,POL,1995,384200
Portugal,PRT,1995,129726
Romania,ROU,1995,24520
Russia,RUS,1995,525900
Saudi Arabia,SAU,1995,925
Serbia and Montenegro,OWID_SRM,1995,74619
South Africa,ZAF,1995,182000
Spain,ESP,1995,24519
Sweden,SWE,1995,83603
Turkey,TUR,1995,44500
United States,USA,1995,1849100
Uzbekistan,UZB,1995,40000
World,OWID_WRL,1995,10000000
Zambia,ZMB,1995,341938
Zimbabwe,ZWE,1995,8045
Albania,ALB,1996,2630
Armenia,ARM,1996,9088
Australia,AUS,1996,548000
Bolivia,BOL,1996,92
Botswana,BWA,1996,23299
Brazil,BRA,1996,46203
Bulgaria,BGR,1996,84800
Canada,CAN,1996,688426
Chile,CHL,1996,3115800
China,CHN,1996,436400
Colombia,COL,1996,2222
Cuba,CUB,1996,2362
Cyprus,CYP,1996,1700
Democratic Republic of Congo,COD,1996,40165
Finland,FIN,1996,9261
Georgia,GEO,1996,6900
India,IND,1996,47800
Indonesia,IDN,1996,525900
Iran,IRN,1996,107600
Japan,JPN,1996,1145
Kazakhstan,KAZ,1996,250200
Malaysia,MYS,1996,20219
Mexico,MEX,1996,340710
Mongolia,MNG,1996,121000
Morocco,MAR,1996,15100
Myanmar,MMR,1996,4841
Namibia,NAM,1996,14904
North Korea,PRK,1996,10000
North Macedonia,MKD,1996,13500
Norway,NOR,1996,7394
Pakistan,PAK,1996,3000
Papua New Guinea,PNG,1996,186665
Peru,PER,1996,485595
Philippines,PHL,1996,62297
Poland,POL,1996,421900
Portugal,PRT,1996,107774
Romania,ROU,1996,24434
Russia,RUS,1996,523000
Saudi Arabia,SAU,1996,1142
Serbia and Montenegro,OWID_SRM,1996,69467
South Africa,ZAF,1996,188000
Spain,ESP,1996,38398
Sweden,SWE,1996,71659
Turkey,TUR,1996,52200
United States,USA,1996,1918300
Uzbekistan,UZB,1996,64000
World,OWID_WRL,1996,11000000
Zambia,ZMB,1996,339744
Zimbabwe,ZWE,1996,9028
Albania,ALB,1997,324
Argentina,ARG,1997,30421
Armenia,ARM,1997,6770
Australia,AUS,1997,549000
Bolivia,BOL,1997,182
Botswana,BWA,1997,19820
Brazil,BRA,1997,39952
Bulgaria,BGR,1997,75500
Canada,CAN,1997,659500
Chile,CHL,1997,3392000
China,CHN,1997,495500
Colombia,COL,1997,1800
Cuba,CUB,1997,2208
Cyprus,CYP,1997,3900
Democratic Republic of Congo,COD,1997,39651
Finland,FIN,1997,8500
Georgia,GEO,1997,4000
India,IND,1997,37200
Indonesia,IDN,1997,548300
Iran,IRN,1997,118700
Japan,JPN,1997,932
Kazakhstan,KAZ,1997,316000
Malaysia,MYS,1997,18821
Mexico,MEX,1997,390536
Mongolia,MNG,1997,130000
Morocco,MAR,1997,15400
Myanmar,MMR,1997,2927
Namibia,NAM,1997,17879
North Korea,PRK,1997,10000
North Macedonia,MKD,1997,13000
Norway,NOR,1997,6671
Papua New Guinea,PNG,1997,111515
Peru,PER,1997,506498
Philippines,PHL,1997,48637
Poland,POL,1997,414737
Portugal,PRT,1997,106580
Romania,ROU,1997,22638
Russia,RUS,1997,505000
Saudi Arabia,SAU,1997,1101
Serbia and Montenegro,OWID_SRM,1997,73567
South Africa,ZAF,1997,185000
Spain,ESP,1997,38887
Sweden,SWE,1997,86610
Turkey,TUR,1997,64600
United States,USA,1997,1939600
Uzbekistan,UZB,1997,74400
World,OWID_WRL,1997,11500000
Zambia,ZMB,1997,331235
Zimbabwe,ZWE,1997,6832
Albania,ALB,1998,2300
Argentina,ARG,1998,170273
Armenia,ARM,1998,9158
Australia,AUS,1998,619000
Bolivia,BOL,1998,48
Botswana,BWA,1998,22124
Brazil,BRA,1998,34446
Bulgaria,BGR,1998,82500
Canada,CAN,1998,705766
Chile,CHL,1998,3686900
China,CHN,1998,486800
Colombia,COL,1998,1800
Cuba,CUB,1998,1351
Cyprus,CYP,1998,4908
Democratic Republic of Congo,COD,1998,38236
Finland,FIN,1998,9500
Georgia,GEO,1998,2500
India,IND,1998,48000
Indonesia,IDN,1998,809100
Iran,IRN,1998,128300
Japan,JPN,1998,1070
Kazakhstan,KAZ,1998,338600
Malaysia,MYS,1998,13907
Mexico,MEX,1998,384641
Mongolia,MNG,1998,127784
Morocco,MAR,1998,10700
Myanmar,MMR,1998,6700
Namibia,NAM,1998,6500
North Korea,PRK,1998,10000
North Macedonia,MKD,1998,9100
Norway,NOR,1998,2699
Papua New Guinea,PNG,1998,151556
Peru,PER,1998,483338
Philippines,PHL,1998,45381
Poland,POL,1998,435800
Portugal,PRT,1998,114515
Romania,ROU,1998,19065
Russia,RUS,1998,530000
Saudi Arabia,SAU,1998,782
Serbia and Montenegro,OWID_SRM,1998,70900
South Africa,ZAF,1998,187800
Spain,ESP,1998,39438
Sweden,SWE,1998,73685
Tanzania,TZA,1998,0
Turkey,TUR,1998,73900
United States,USA,1998,1859400
Uzbekistan,UZB,1998,74400
World,OWID_WRL,1998,12100000
Zambia,ZMB,1998,378798
Zimbabwe,ZWE,1998,2941
Albania,ALB,1999,869
Argentina,ARG,1999,210126
Armenia,ARM,1999,9830
Australia,AUS,1999,741000
Bolivia,BOL,1999,24975
Botswana,BWA,1999,20960
Brazil,BRA,1999,31371
Bulgaria,BGR,1999,87500
Canada,CAN,1999,620085
Chile,CHL,1999,4391200
China,CHN,1999,520100
Colombia,COL,1999,2100
Cuba,CUB,1999,1090
Cyprus,CYP,1999,5006
Democratic Republic of Congo,COD,1999,33000
Finland,FIN,1999,10500
Georgia,GEO,1999,1000
India,IND,1999,35479
Indonesia,IDN,1999,766100
Iran,IRN,1999,130000
Japan,JPN,1999,867
Kazakhstan,KAZ,1999,373500
Malaysia,MYS,1999,4600
Mexico,MEX,1999,381184
Mongolia,MNG,1999,128210
Morocco,MAR,1999,7123
Myanmar,MMR,1999,26736
Namibia,NAM,1999,0
North Korea,PRK,1999,10000
North Macedonia,MKD,1999,10200
Papua New Guinea,PNG,1999,187921
Peru,PER,1999,536387
Philippines,PHL,1999,37631
Poland,POL,1999,463200
Portugal,PRT,1999,99472
Romania,ROU,1999,16455
Russia,RUS,1999,535000
Saudi Arabia,SAU,1999,821
Serbia and Montenegro,OWID_SRM,1999,51700
South Africa,ZAF,1999,162900
Spain,ESP,1999,7862
Sweden,SWE,1999,71160
Tanzania,TZA,1999,0
Turkey,TUR,1999,73051
United States,USA,1999,1626400
Uzbekistan,UZB,1999,66000
Vietnam,VNM,1999,700
World,OWID_WRL,1999,12800000
Zambia,ZMB,1999,270995
Zimbabwe,ZWE,1999,4977
Argentina,ARG,2000,145197
Armenia,ARM,2000,12234
Australia,AUS,2000,832000
Bolivia,BOL,2000,110
Botswana,BWA,2000,18722
Brazil,BRA,2000,31786
Bulgaria,BGR,2000,93200
Canada,CAN,2000,633855
Chile,CHL,2000,4602000
China,CHN,2000,592600
Colombia,COL,2000,2018
Cuba,CUB,2000,1346
Cyprus,CYP,2000,5200
Democratic Republic of Congo,COD,2000,33000
Finland,FIN,2000,11500
Georgia,GEO,2000,9000
India,IND,2000,37511
Indonesia,IDN,2000,1012000
Iran,IRN,2000,147200
Japan,JPN,2000,1211
Kazakhstan,KAZ,2000,430200
Mexico,MEX,2000,364566
Mongolia,MNG,2000,125868
Morocco,MAR,2000,6528
Myanmar,MMR,2000,26711
Namibia,NAM,2000,5070
North Korea,PRK,2000,12000
North Macedonia,MKD,2000,8886
Pakistan,PAK,2000,0
Papua New Guinea,PNG,2000,203061
Peru,PER,2000,553924
Philippines,PHL,2000,31900
Poland,POL,2000,454100
Portugal,PRT,2000,76300
Romania,ROU,2000,16099
Russia,RUS,2000,530000
Saudi Arabia,SAU,2000,837
Serbia and Montenegro,OWID_SRM,2000,46000
South Africa,ZAF,2000,147600
Spain,ESP,2000,24804
Sweden,SWE,2000,77765
Tanzania,TZA,2000,0
Turkey,TUR,2000,76053
United States,USA,2000,1444100
Uzbekistan,UZB,2000,70000
Vietnam,VNM,2000,2400
World,OWID_WRL,2000,13300000
Zambia,ZMB,2000,249304
Zimbabwe,ZWE,2000,558
Albania,ALB,2001,0
Argentina,ARG,2001,191667
Armenia,ARM,2001,16460
Australia,AUS,2001,896000
Bolivia,BOL,2001,18
Botswana,BWA,2001,19209
Brazil,BRA,2001,32734
Bulgaria,BGR,2001,97100
Canada,CAN,2001,633531
Chile,CHL,2001,4739000
China,CHN,2001,587000
Colombia,COL,2001,2000
Cuba,CUB,2001,1000
Cyprus,CYP,2001,4600
Democratic Republic of Congo,COD,2001,37845
Finland,FIN,2001,11600
Georgia,GEO,2001,11500
India,IND,2001,38177
Indonesia,IDN,2001,1048700
Iran,IRN,2001,146300
Japan,JPN,2001,744
Kazakhstan,KAZ,2001,469500
Laos,LAO,2001,0
Mexico,MEX,2001,371123
Mongolia,MNG,2001,133500
Morocco,MAR,2001,5357
Myanmar,MMR,2001,25800
Namibia,NAM,2001,15003
North Korea,PRK,2001,12000
North Macedonia,MKD,2001,5253
Pakistan,PAK,2001,0
Papua New Guinea,PNG,2001,203762
Peru,PER,2001,722035
Philippines,PHL,2001,20321
Poland,POL,2001,474000
Portugal,PRT,2001,82965
Romania,ROU,2001,19185
Russia,RUS,2001,540000
Saudi Arabia,SAU,2001,1000
Serbia and Montenegro,OWID_SRM,2001,31000
South Africa,ZAF,2001,141900
Spain,ESP,2001,9800
Sweden,SWE,2001,74269
Tanzania,TZA,2001,3600
Turkey,TUR,2001,56820
United States,USA,2001,1338600
Uzbekistan,UZB,2001,70000
Vietnam,VNM,2001,1600
World,OWID_WRL,2001,13700000
Zambia,ZMB,2001,306909
Zimbabwe,ZWE,2001,2057
Albania,ALB,2002,0
Argentina,ARG,2002,204027
Armenia,ARM,2002,16641
Australia,AUS,2002,879000
Bolivia,BOL,2002,120
Botswana,BWA,2002,21590
